Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
P06753,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5),TPM3,9,23.9,32.95,285,0.0,20.34,57252000.0,67;5819;12240;14213;14214;15738;19596;20090;31290,196;197;198;20650;43029;43030;50314;50315;50316;50317;55539;55540;55541;68168;68169;69976;69977;69978;108714;108715;108716,204
P06756,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain],ITGAV MSK8 VNRA VTNR,4,7.2,116.04,1048,0.0,9.5773,8216500.0,8794;14792;17129;25341,30768;52496;60004;87268,31962
P06865,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha),HEXA,2,5.1,60.702,529,0.0,9.3827,4488400.0,10907;11625,38121;38122;40685,39627
P07099,Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH),EPHX1 EPHX EPOX,14,34.5,52.948,455,0.0,86.832,192850000.0,4018;5107;5774;5775;7281;9426;9482;10283;10410;10411;13587;28228;30105;30947,14059;14060;14061;17965;17966;17967;17968;17969;17970;20494;20495;20496;25631;25632;25633;25634;32815;33009;35899;36358;36359;36360;36361;36362;36363;36364;36365;36366;36367;48039;48040;48041;48042;48043;97673;97674;97675;104640;104641;104642;104643;104644;104645;107634,14610
P07108,Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP),DBI,4,58.6,10.044,87,0.0,37.28,36617000.0,21974;24961;26528;30133,76437;76438;76439;76440;76441;85975;85976;91490;104715,80044
P07148,"Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)",FABP1 FABPL,7,68.5,14.208,127,0.0,46.369,148170000.0,1297;9463;25562;25563;27542;28655;31204,4472;4473;4474;4475;4476;4477;4478;4479;4480;4481;4482;4483;32947;32948;32949;88035;88036;88037;88038;94939;94940;94941;94942;94943;94944;94945;94946;99459;108469;108470;108471;108472;108473;108474;108475;108476,4660
P07237,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),P4HB ERBA2L PDI PDIA1 PO4DB,41,74.8,57.116,508,0.0,323.31,10384000000.0,1476;3741;3742;3765;5109;5412;5901;7284;8680;9003;12428;13213;13680;13681;13752;13753;14476;15095;16080;17360;17790;17810;20020;20800;20801;20846;21256;21257;21653;22141;22387;24741;25548;25661;26264;27433;27888;28528;30905;31198;31199,5152;5153;5154;5155;5156;5157;13128;13129;13130;13131;13227;13228;13229;13230;17972;17973;17974;17975;17976;17977;17978;17979;17980;17981;17982;17983;17984;17985;17986;19163;19164;19165;19166;19167;19168;19169;19170;19171;19172;19173;19174;19175;19176;19177;19178;19179;20979;25641;25642;25643;25644;25645;25646;25647;25648;25649;25650;25651;25652;25653;25654;25655;30342;30343;31417;31418;31419;31420;31421;31422;31423;31424;43605;43606;43607;43608;43609;43610;43611;43612;43613;43614;43615;43616;43617;43618;43619;43620;46523;46524;46525;48436;48437;48438;48439;48440;48441;48442;48443;48444;48445;48446;48447;48448;48690;48691;48692;48693;48694;48695;48696;48697;48698;48699;48700;51214;51215;51216;51217;51218;51219;51220;51221;51222;51223;53523;53524;53525;53526;56606;56607;56608;56609;56610;56611;56612;56613;56614;60804;60805;60806;60807;60808;60809;60810;60811;60812;60813;60814;60815;60816;60817;60818;60819;60820;60821;60822;60823;60824;60825;60826;62343;62344;62345;62346;62347;62348;62349;62350;62351;62352;62353;62354;62355;62356;62357;62358;62359;62360;62361;62362;62363;62364;62365;62366;62367;62368;62438;62439;62440;62441;69715;69716;69717;69718;69719;69720;69721;69722;69723;69724;69725;69726;69727;69728;69729;69730;69731;69732;69733;69734;69735;69736;69737;69738;69739;69740;69741;72424;72425;72426;72427;72428;72429;72430;72431;72432;72433;72434;72435;72436;72437;72438;72439;72440;72441;72442;72443;72444;72445;72446;72447;72448;72449;72450;72582;72583;72584;72585;72586;72587;72588;73928;73929;73930;73931;73932;73933;73934;73935;73936;73937;73938;73939;73940;73941;73942;73943;73944;75351;76988;76989;76990;76991;76992;77802;77803;77804;77805;77806;85230;85231;85232;85233;85234;85235;85236;85237;85238;85239;87986;87987;87988;87989;87990;87991;87992;87993;87994;88378;88379;88380;88381;88382;88383;88384;88385;90493;90494;90495;90496;94409;94410;94411;94412;94413;94414;94415;94416;94417;94418;94419;96352;96353;96354;96355;96356;96357;96358;96359;96360;96361;96362;96363;96364;96365;98836;98837;98838;98839;98840;98841;98842;98843;98844;107433;107434;107435;107436;107437;107438;107439;107440;107441;107442;108439;108440;108441;108442;108443;108444;108445;108446;108447;108448;108449;108450;108451;108452;108453,5374
P07305,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed]",H1-0 H1F0 H1FV,8,31.4,20.863,194,0.0,74.623,1063400000.0,11815;16097;19729;20464;26050;26051;28380;31237,41368;41369;41370;41371;41372;41373;41374;56656;56657;56658;56659;56660;56661;56662;68744;68745;68746;68747;68748;68749;71279;71280;89690;89691;89692;89693;89694;89695;89696;89697;89698;89699;89700;89701;89702;89703;89704;89705;89706;89707;89708;89709;89710;89711;89712;89713;89714;89715;89716;89717;89718;89719;98232;98233;98234;98235;98236;98237;98238;98239;98240;98241;98242;98243;98244;108559;108560;108561;108562;108563;108564;108565;108566;108567;108568;108569;108570;108571,42962
P07306,Asialoglycoprotein receptor 1 (ASGP-R 1) (ASGPR 1) (C-type lectin domain family 4 member H1) (Hepatic lectin H1) (HL-1),ASGR1 CLEC4H1,12,46.0,33.186,291,0.0,67.242,337130000.0,2886;4386;8346;11059;11289;15351;16938;24506;25803;30261;30332;30334,10113;10114;10115;15355;15356;15357;15358;15359;15360;15361;15362;15363;29138;29139;38674;38675;38676;38677;38678;38679;39464;39465;39466;54333;54334;54335;59440;59441;59442;59443;84466;84467;84468;84469;84470;88909;88910;88911;88912;88913;88914;105073;105074;105311;105312;105313;105316;105317;105318;105319;105320;105321;105322;105323;105324;105325,10539
P07307,Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2),ASGR2 CLEC4H2,4,28.6,35.092,311,0.0,89.068,66128000.0,466;3524;8935;21740,1606;1607;1608;1609;1610;1611;1612;12373;12374;12375;12376;12377;31166;31167;31168;75698;75699,1669
P07339,Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain],CTSD CPSD,13,42.7,44.552,412,0.0,76.051,739580000.0,1290;4594;6160;8518;14435;17989;19166;19520;22597;22891;29585;31286;31488,4444;4445;4446;4447;4448;4449;4450;4451;4452;4453;4454;4455;4456;4457;16271;16272;16273;16274;16275;16276;16277;16278;16279;21792;21793;21794;21795;21796;21797;21798;21799;21800;29809;29810;29811;29812;29813;29814;51079;51080;51081;51082;51083;51084;51085;51086;51087;63035;63036;63037;63038;66699;66700;66701;66702;66703;66704;66705;66706;67917;67918;67919;67920;78465;78466;78467;78468;78469;78470;78471;78472;78473;78474;78475;79285;79286;79287;79288;79289;102754;102755;102756;102757;102758;102759;102760;108701;108702;109442;109443,4638
P07384,Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP),CAPN1 CANPL1 PIG30,14,26.8,81.889,714,0.0,50.146,74958000.0,2029;3391;4230;4470;10545;14924;17022;17115;18641;19558;21768;23324;23821;23924,7151;7152;11914;14797;14798;14799;15754;15755;36858;52979;52980;52981;52982;59654;59655;59656;59657;59658;59958;65168;68070;75780;80445;82078;82079;82080;82456,7452
P07437,Tubulin beta chain (Tubulin beta-5 chain),TUBB TUBB5 OK/SW-cl.56,5,62.8,49.67,444,0.0,158.94,1652999999.9999998,1324;1761;8027;9211;9212;9601;10589;10590;13957;14282;14333;14441;15575;16634;17569;19463;19939;19940;20433;21238;21533;23166;24134;25789;31037,4584;4585;4586;4587;4588;4589;4590;4591;4592;4593;4594;4595;4596;4597;4598;4599;4600;4601;4602;4603;4604;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;6230;6231;6232;6233;6234;6235;6236;6237;6238;6239;6240;6241;6242;6243;6244;6245;28020;28021;28022;28023;28024;28025;28026;28027;28028;28029;28030;28031;28032;28033;28034;28035;28036;28037;28038;28039;28040;28041;28042;28043;28044;28045;28046;28047;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057;32093;32094;32095;32096;32097;32098;32099;32100;32101;32102;32103;32104;32105;32106;32107;33453;33454;33455;33456;33457;33458;33459;33460;33461;33462;36986;36987;36988;36989;36990;36991;36992;36993;36994;36995;36996;36997;36998;36999;37000;37001;37002;37003;37004;37005;37006;49394;49395;49396;49397;49398;49399;49400;49401;49402;49403;49404;49405;49406;49407;49408;49409;49410;49411;49412;49413;49414;49415;49416;49417;50516;50517;50518;50519;50649;50650;50651;51096;51097;51098;51099;51100;51101;51102;51103;51104;51105;51106;51107;51108;51109;51110;51111;51112;55059;55060;55061;55062;58414;58415;58416;58417;58418;58419;58420;58421;58422;58423;58424;58425;61615;61616;61617;61618;61619;61620;61621;61622;61623;61624;67713;67714;67715;67716;67717;67718;67719;67720;67721;67722;67723;67724;67725;67726;67727;67728;67729;67730;67731;67732;69414;69415;69416;69417;69418;69419;69420;69421;69422;69423;69424;69425;69426;69427;69428;69429;69430;69431;69432;69433;69434;69435;69436;69437;71140;73863;73864;73865;73866;73867;74915;74916;74917;74918;74919;74920;74921;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;80057;83212;83213;83214;83215;83216;83217;83218;83219;83220;83221;88848;88849;88850;88851;88852;88853;88854;88855;88856;107905;107906;107907;107908,4811
P07602,Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)],PSAP GLBA SAP1,3,5.5,58.112,524,0.0,6.0242,4362100.0,6572;18536;25761,23289;64856;88724,24247
P07686,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,7,16.0,63.137,556,0.0,41.109,44158000.0,4328;4799;6627;11545;16542;28792;28938,15124;16936;16937;16938;23477;23478;23479;40351;58101;99938;99939;99940;99941;99942;99943;99944;100430,15726
P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,12,91.4,15.054,140,0.0,104.25,3382099999.9999995,1176;3073;4871;4898;6367;6368;25150;25337;25889;26179;26180;26731,10731;10732;10733;10734;17148;17149;17150;17151;17152;17153;17154;17155;17156;17157;17158;17159;17160;17161;17162;17163;17164;17165;17166;17167;17168;17169;17170;17171;17172;17173;17241;17242;17243;17244;17245;17246;17247;17248;17249;17250;17251;17252;17253;17254;17255;17256;22559;22560;22561;22562;22563;22564;22565;22566;22567;22568;22569;22570;22571;22572;22573;22574;22575;22576;86568;86569;86570;86571;86572;87242;87243;87244;87245;87246;87247;87248;87249;87250;87251;87252;87253;87254;87255;87256;87257;87258;87259;87260;87261;87262;89196;90189;90190;90191;90192;90193;90194;90195;90196;90197;90198;90199;90200;90201;90202;90203;90204;90205;90206;90207;90208;90209;90210;90211;92185;92186;92187;92188;92189;92190;92191;92192;92193;92194,11183
P07741,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),APRT,12,75.6,19.608,180,0.0,74.64,268660000.0,557;744;745;3179;3960;10273;10804;13030;16550;18591;24013;30008,1952;1953;2641;2642;2643;2644;2645;11132;13850;13851;13852;13853;13854;13855;35885;35886;37785;37786;45792;45793;45794;45795;45796;45797;45798;58138;58139;58140;58141;58142;65010;65011;65012;82759;82760;82761;82762;82763;82764;82765;82766;104337;104338;104339;104340,2036
P07814,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],EPRS1 EPRS GLNS PARS QARS QPRS PIG32,49,41.7,170.59,1512,0.0,323.31,691900000.0,194;1348;2947;4583;4675;4740;5604;5876;7601;8112;8113;8325;8401;8501;9154;9226;9517;10231;11124;11585;12109;12480;12984;13982;14707;14708;14919;15111;15280;15940;17526;19203;19468;20781;21321;21406;21478;24444;24564;24565;24681;26023;26278;26335;27797;27798;27831;28560;30179,630;4690;10339;10340;10341;10342;10343;10344;10345;16238;16239;16546;16547;16548;16785;16786;19918;19919;19920;19921;19922;19923;20885;20886;20887;20888;20889;26601;28370;28371;28372;28373;28374;28375;28376;28377;28378;28379;28380;28381;28382;29089;29090;29091;29092;29337;29338;29745;29746;29747;31918;31919;31920;31921;32162;33146;33147;33148;33149;33150;33151;33152;33153;33154;35690;35691;38895;40514;40515;40516;42560;42561;42562;42563;43770;43771;45594;49588;49589;49590;49591;49592;49593;49594;52164;52165;52166;52969;53571;53572;53573;53574;53575;53576;53577;54071;54072;56183;61484;61485;61486;61487;61488;66810;67752;67753;67754;67755;67756;67757;72378;72379;72380;72381;74167;74168;74169;74170;74441;74442;74443;74444;74445;74446;74447;74448;74741;74742;74743;74744;84283;84284;84285;84286;84287;84288;84289;84697;84698;84699;85059;85060;85061;89600;89601;89602;89603;89604;89605;89606;89607;89608;89609;89610;89611;89612;89613;90574;90575;90576;90577;90578;90579;90580;90788;90789;90790;95961;95962;95963;96096;96097;98955;98956;98957;104839;104840;104841;104842,651
P07858,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,9,32.2,37.821,339,0.0,58.611,344070000.0,3910;4690;7563;11356;12695;12881;12882;18538;24188,13683;13684;13685;13686;13687;16590;26513;26514;26515;26516;39695;39696;39697;39698;39699;39700;39701;39702;39703;44536;44537;44538;44539;44540;44541;44542;45172;45173;45174;45175;45176;45177;45178;45179;45180;45181;45182;45183;45184;64860;64861;83377;83378,14220
P07900,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,29,60.8,84.659,732,0.0,323.31,5404900000.0,513;608;1948;3015;4566;4739;5851;5852;6257;6258;6259;6796;6954;6955;6975;6976;7208;9617;11917;12168;12204;12292;12336;12411;12561;13947;14295;14296;15422;15433;17413;17414;17434;17435;19728;21303;22348;23024;23025;24664;25940;26525;26739;28292;28615;28616;30604;30605;30820;31485;31486,1798;1799;1800;1801;1802;1803;1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;2114;2115;2116;2117;2118;2119;2120;2121;2122;6829;6830;6831;6832;6833;10578;10579;10580;10581;16125;16126;16127;16128;16129;16130;16131;16132;16133;16134;16135;16136;16137;16138;16139;16140;16141;16142;16143;16144;16145;16146;16147;16148;16149;16150;16151;16152;16153;16154;16155;16156;16766;16767;16768;16769;16770;16771;16772;16773;16774;16775;16776;16777;16778;16779;16780;16781;16782;16783;16784;20799;20800;20801;20802;20803;20804;20805;22137;22138;22139;22140;22141;22142;22143;22144;22145;22146;22147;22148;22149;22150;22151;22152;22153;22154;22155;22156;22157;22158;22159;22160;22161;22162;22163;22164;22165;22166;22167;22168;22169;22170;22171;22172;22173;22174;22175;22176;22177;22178;22179;22180;22181;24034;24035;24036;24037;24038;24039;24040;24583;24584;24585;24586;24587;24588;24589;24590;24591;24592;24593;24594;24595;24596;24597;24598;24599;24600;24601;24602;24603;24604;24605;24606;24607;24608;24609;24610;24611;24694;24695;24696;24697;24698;24699;24700;24701;24702;24703;24704;24705;24706;24707;24708;24709;24710;24711;24712;24713;24714;24715;25420;25421;25422;25423;33510;41832;41833;41834;41835;41836;41837;41838;41839;41840;41841;41842;41843;41844;41845;41846;41847;41848;41849;41850;41851;41852;41853;41854;41855;41856;41857;41858;42771;42772;42773;42902;43184;43185;43186;43187;43188;43189;43190;43191;43192;43193;43194;43195;43196;43197;43316;43317;43318;43319;43320;43321;43322;43323;43324;43325;43326;43327;43328;43329;43557;43558;43559;44081;44082;44083;44084;44085;44086;44087;49348;49349;50543;50544;50545;50546;50547;54605;54606;54607;54608;54609;54610;54611;54612;54613;54614;54615;54645;61018;61019;61020;61021;61022;61023;61024;61025;61026;61027;61028;61029;61030;61031;61032;61033;61034;61035;61036;61037;61038;61039;61040;61041;61042;61043;61122;61123;61124;61125;61126;61127;61128;61129;61130;61131;61132;61133;61134;61135;61136;61137;61138;61139;61140;61141;61142;61143;61144;61145;61146;68735;68736;68737;68738;68739;68740;68741;68742;68743;74085;74086;74087;74088;74089;74090;74091;74092;74093;74094;74095;74096;74097;74098;74099;74100;74101;77673;77674;77675;77676;77677;77678;77679;77680;79692;79693;79694;79695;79696;79697;79698;79699;79700;79701;79702;79703;79704;79705;79706;84991;84992;84993;84994;84995;84996;84997;84998;84999;85000;85001;85002;85003;85004;85005;85006;85007;85008;85009;85010;85011;89354;89355;89356;89357;91483;92225;92226;97939;97940;99282;99283;99284;99285;99286;99287;99288;99289;99290;99291;99292;99293;99294;99295;99296;99297;99298;99299;99300;106258;106259;106260;106261;106262;106263;106264;106265;106266;106267;106268;106269;106270;106271;106272;106273;106274;106275;106276;106277;106278;106279;106280;106281;106282;106283;106284;106285;106286;106287;106288;106289;106290;106291;106292;107135;107136;107137;107138;107139;107140;107141;107142;107143;107144;107145;107146;109411;109412;109413;109414;109415;109416;109417;109418;109419;109420;109421;109422;109423;109424;109425;109426;109427;109428;109429;109430;109431;109432;109433;109434;109435;109436;109437;109438;109439;109440,1904
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2),HNRNPC HNRPC,22,55.9,33.67,306,0.0,167.23,3725400000.0,310;2373;9898;9899;10198;13106;14638;15010;16059;17873;17874;20187;20695;20696;22376;23429;23761;23817;28032;28291;29292;29518,980;981;982;983;984;985;986;8343;8344;34495;34496;34497;34498;34499;35553;35554;35555;35556;35557;35558;46121;46122;51891;51892;51893;51894;51895;53270;53271;53272;53273;53274;53275;53276;56545;56546;56547;56548;56549;56550;56551;56552;56553;56554;56555;62618;62619;62620;62621;62622;62623;62624;62625;62626;62627;62628;62629;62630;62631;70306;70307;70308;70309;70310;70311;70312;70313;70314;70315;70316;70317;70318;70319;70320;70321;70322;70323;70324;70325;70326;70327;70328;70329;70330;72088;72089;72090;72091;72092;72093;72094;72095;72096;72097;72098;72099;72100;72101;72102;72103;72104;72105;72106;72107;72108;72109;72110;77747;77748;77749;77750;77751;77752;77753;77754;77755;77756;77757;77758;77759;80688;81887;81888;81889;81890;81891;81892;81893;81894;81895;81896;82068;82069;82070;82071;96871;96872;96873;96874;96875;96876;96877;96878;96879;96880;96881;97932;97933;97934;97935;97936;97937;97938;101780;101781;101782;101783;101784;101785;101786;101787;101788;102543,1023
