Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
P27708,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],CAD,0.547661251,0.547047112,0.518915187,1404
P27797,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60),CALR CRTC,0.840630231,1.025582024,0.951449704,37601
P27816,Microtubule-associated protein 4 (MAP-4),MAP4,0.919074348,0.850719838,0.824891519,6633
P27824,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),CANX,0.429138355,0.433613798,0.431459566,7884
P28066,Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain),PSMA5,0.815755785,0.840945244,0.844526627,14239
P28070,Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3),PSMB4 PROS26,1.019694732,0.950556762,0.93418146,14359
P28072,Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y),PSMB6 LMPY Y,0.870901034,0.877822577,0.885788955,94692
P28074,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X),PSMB5 LMPX MB1 X,1.088626292,1.047592368,1.090532544,15762
P28288,ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70),ABCD3 PMP70 PXMP1,1.819005416,1.831060598,1.675147929,93130
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",NDUFS1,2.779419005,2.646944064,2.868836292,20477
P28482,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1 ERK2 PRKM1 PRKM2,0.997341211,0.936240033,1.036193294,144
P28676,Grancalcin,GCA GCL,2.334515017,2.009644533,2.149408284,20640
P28799,Progranulin (PGRN) (Acrogranin) (Epithelin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (Granulin precursor) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Epithelin-2) (Granulin B); Granulin-4 (Epithelin-1) (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)],GRN,0.575883801,0.547707422,0.542228797,36869
P28838,Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase),LAP3 LAPEP PEPS,1.86568193,1.812351805,2.040927022,1682
P29218,Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1),IMPA1 IMPA,1.480945347,1.540223905,1.451577909,6898
P29401,Transketolase (TK) (EC 2.2.1.1),TKT,0.566341704,0.560093244,0.584714004,32842
P29692,Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4),EEF1D EF1D,0.81521418,0.815713385,0.812416174,29636
P29966,"Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",MARCKS MACS PRKCSL,0.537301822,0.493481937,0.547307692,68097
P30040,Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31),ERP29 C12orf8 ERP28,0.978178237,0.952587716,1.002465483,45636
P30041,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,1.51521418,1.438976319,1.398126233,45289
P30043,Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR),BLVRB FLR,4.244214673,4.349244145,4.21321499,37845
P30044,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",PRDX5 ACR1 SBBI10,0.809817824,0.795683971,0.773767258,19715
P30046,D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II),DDT,1.522304284,1.656678639,1.610946746,78941
P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Antioxidant protein 1) (AOP-1) (HBC189) (Peroxiredoxin III) (Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog) (Thioredoxin-dependent peroxiredoxin 3)",PRDX3 AOP1,2.977744953,2.55029864,2.61617357,10818
P30049,"ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)",ATP5F1D ATP5D,1.534515017,1.774333937,1.780374753,25401
P30050,60S ribosomal protein L12 (Large ribosomal subunit protein uL11),RPL12,0.967720335,0.975688574,0.98591716,38646
P30084,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",ECHS1,2.608173314,2.455454063,2.591518738,9850
P30085,UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK),CMPK1 CMK CMPK UCK UMK UMPK,1.406105367,1.328924595,1.464792899,101051
P30086,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)],PEBP1 PBP PEBP,2.462333826,2.366412214,2.571597633,24970
P30101,Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60),PDIA3 ERP57 ERP60 GRP58,0.804835057,0.752223545,0.750315582,40824
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),PPP2R1A,0.940846873,0.965273679,0.983974359,15121
P30519,Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form],HMOX2 HO2,0.482688331,0.415535302,0.519122288,10172
P30520,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",ADSS2 ADSS,0.518650911,0.516712855,0.519871795,12874
P30533,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP),LRPAP1 A2MRAP,0.790566224,0.790401489,0.828343195,105267
P30566,Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),ADSL AMPS,0.801969473,0.759967185,0.808136095,10434
P30626,Sorcin (22 kDa protein) (CP-22) (CP22) (V19),SRI,0.603456425,0.727631987,0.744753452,20958
P30837,"Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)",ALDH1B1 ALDH5 ALDHX,0.85450517,0.87687213,0.885828402,71635
P30876,DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2),POLR2B,0.830211718,0.862905566,0.876893491,41732
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",SDHA SDH2 SDHF,0.742008863,0.765519794,0.752859961,1577
P31150,Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1) (Oligophrenin-2) (Protein XAP-4),GDI1 GDIL OPHN2 RABGDIA XAP4,1.234367307,1.27429892,1.11321499,64369
P31153,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II),MAT2A AMS2 MATA2,0.662156573,0.811941613,0.71469428,58888
P31689,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4,0.90272772,0.854111432,0.891183432,38842
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",UQCRC1,1.944362383,1.968925395,1.903648915,6697
P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)",HIBADH,2.371048744,2.337498624,2.496055227,45198
P31939,"Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]",ATIC PURH OK/SW-cl.86,1.347316593,1.365741899,1.350493097,8571
P31942,Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9),HNRNPH3 HNRPH3,0.455706548,0.483867418,0.38852071,30141
P31943,"Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]",HNRNPH1 HNRPH HNRPH1,0.888468735,0.887847288,0.890059172,30218
P31946,"14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]",YWHAB,0.612338749,0.638269987,0.584940828,35103
P31948,Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521),STIP1,0.842323978,0.871709704,0.838925049,594
P31949,"Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]",S100A11 MLN70 S100C,0.27084195,0.254139446,0.25443787,37429
P32119,Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2),PRDX2 NKEFB TDPX1,1.917380601,2.039158404,1.994477318,29814
P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial (P5C reductase 1) (P5CR 1) (EC 1.5.1.2)",PYCR1,2.367996061,2.250057527,2.383629191,38026
P32969,60S ribosomal protein L9 (Large ribosomal subunit protein uL6),RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9,0.93727228,0.985853351,0.930069034,44853
P33121,Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase) (EC 6.2.1.24),ACSL1 FACL1 FACL2 LACS LACS1 LACS2,1.856425406,1.861074705,2.228205128,115730
P33176,Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC),KIF5B KNS KNS1,0.698394879,0.690774664,0.658747535,6275
P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,0.425376662,0.43223315,0.449802761,1901
P33527,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),ABCC1 MRP MRP1,1.711570655,1.820655708,1.451380671,45593
P33991,DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21),MCM4 CDC21,0.78713934,0.759607015,0.764595661,8508
P33992,DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46),MCM5 CDC46,0.840590842,0.924864686,0.939960552,13408
P33993,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog) (P1.1-MCM3),MCM7 CDC47 MCM2,0.855716396,0.90476524,0.802919132,38580
P34896,"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT1,2.428163466,2.332996508,2.312031558,20469
P34897,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT2,1.739340226,1.795443859,1.768244576,2195
P34932,Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2),HSPA4 APG2,0.719330379,0.725140816,0.730986193,10882
P34949,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),MPI PMI1,2.152338749,2.424739628,2.339842209,60843
P35080,Profilin-2 (Profilin II),PFN2,0.575558838,0.538523106,0.534536489,59453
P35221,Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13),CTNNA1,1.061447563,1.072203936,1.062031558,528
P35222,Catenin beta-1 (Beta-catenin),CTNNB1 CTNNB OK/SW-cl.35 PRO2286,1.242146726,1.216171601,1.213412229,2717
P35232,Prohibitin 1,PHB1 PHB,1.274249138,1.225976209,1.247731755,1300
P35237,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor),SERPINB6 PI6 PTI,1.365041851,1.320520645,1.400295858,5777
P35241,Radixin,RDX,0.962757262,0.951087011,0.956380671,9860
P35244,Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3),RPA3 REPA3 RPA14,1.563269325,1.599051554,1.372485207,30686
P35249,Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37),RFC4,1.056129985,1.045991616,0.889171598,15219
P35251,Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit),RFC1 RFC140,0.948271787,0.899962983,0.995167653,1135
P35269,General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74),GTF2F1 RAP74,0.81633678,0.555290987,0.825374753,2324
P35270,Sepiapterin reductase (SPR) (EC 1.1.1.153),SPR,3.930477597,3.486138485,3.826134122,32026
P35579,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",MYH9,0.470516987,0.473582584,0.468481262,5636
P35580,"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)",MYH10,1.336386017,1.315918482,1.262524655,5636
P35606,Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102),COPB2,0.968557361,0.999749882,0.907218935,1356
P35613,Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147),BSG UNQ6505/PRO21383,0.528951256,0.577911618,0.549003945,98247
P35637,RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein),FUS TLS,0.936848843,1.252988905,1.029092702,1992
P35658,Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN),NUP214 CAIN CAN KIAA0023,0.989955687,0.955058878,1.056706114,58770
P35659,Protein DEK,DEK,0.568202856,0.556551579,0.520759369,84771
P35754,Glutaredoxin-1 (Thioltransferase-1) (TTase-1),GLRX GRX,0.854249138,0.785939392,0.774349112,25652
P35998,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),PSMC2 MSS1,0.793599212,0.777155263,0.803737673,4864
P36404,ADP-ribosylation factor-like protein 2,ARL2,1.407188577,1.402359109,1.541321499,82216
P36405,ADP-ribosylation factor-like protein 3,ARL3 ARFL3,1.189069424,1.260692525,1.32357002,96968
P36542,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",ATP5F1C ATP5C ATP5C1 ATP5CL1,1.78788774,2.04436085,1.743589744,80751
P36543,V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1),ATP6V1E1 ATP6E ATP6E2,1.066863614,1.170750253,1.0882643,7904
P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)",CPOX CPO CPX,0.889502708,1.114323732,1.012130178,31316
P36578,60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4),RPL4 RPL1,0.927671098,0.889107881,0.884753452,112
P36776,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",LONP1 PRSS15,2.912653865,2.892359409,3.235897436,10599
P36871,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1),PGM1,0.508842935,0.549018038,0.558747535,6818
P36915,Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1),GNL1 HSR1,0.348577056,0.380648905,0.303323471,4684
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)",DLST DLTS,1.454948301,1.34453193,1.304930966,27239
P36969,Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4),GPX4,2.275233875,2.400628295,2.351873767,47072
P37108,Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein),SRP14,1.41723289,1.209968685,1.293589744,22
P37198,Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62),NUP62,1.007385524,0.998259182,0.955621302,47502
P37268,Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase 1),FDFT1,0.184982767,0.181795444,0.150542406,14500
P37802,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog),TAGLN2 KIAA0120 CDABP0035,0.23080256,0.225505988,0.228579882,42230
P37837,Transaldolase (EC 2.2.1.2),TALDO1 TAL TALDO TALDOR,1.466174298,1.384150551,1.483629191,16262
P38117,Electron transfer flavoprotein subunit beta (Beta-ETF),ETFB FP585,2.94643033,2.928376337,2.991518738,75669
P38159,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,1.182274742,1.129330785,1.19260355,17199
